run,unit_type,segment_idx,token_idx,text,start_ms,end_ms,dur_ms,start_in_silence,end_in_silence,overlap_ms,max_overlap_ms,n_regions_hit,first_region_id,first_region_type,first_region_start_ms,first_region_end_ms,overlap_any,overlap_gt_threshold
baseline,segment,140,-1, Agent-based validation benefits.,212440,213440,1000,True,True,1000,1000,1,30,long_silence,207060,227060,True,True
baseline,segment,141,-1, Agent-based validation benefits.,213440,214440,1000,True,True,1000,1000,1,30,long_silence,207060,227060,True,True
baseline,segment,142,-1, Agent-based validation benefits.,214440,215440,1000,True,True,1000,1000,1,30,long_silence,207060,227060,True,True
baseline,segment,143,-1," So, if you can see,",215440,216440,1000,True,True,1000,1000,1,30,long_silence,207060,227060,True,True
baseline,segment,144,-1, Agent-based training benefits.,216440,217440,1000,True,True,1000,1000,1,30,long_silence,207060,227060,True,True
baseline,segment,66,-1, Agent-based validation benefits from reputable synthetic inputs.,140440,141440,1000,False,True,903,903,1,17,short_silence,140537,141832,True,True
baseline,segment,0,-1, Silence regions are useful for validating timestamp behavior.,0,4040,4040,False,False,895,895,1,0,short_silence,3030,3925,True,True
baseline,segment,87,-1, Agent-based validation benefits from reputable synthetic inputs.,161440,162440,1000,True,False,875,875,1,23,short_silence,161242,162315,True,True
baseline,segment,83,-1, Agent-based validation benefits from reputable synthetic inputs.,157440,158440,1000,True,False,864,864,1,22,short_silence,157383,158304,True,True
baseline,segment,54,-1, Agent-based validation benefits from reputable synthetic inputs.,128440,129440,1000,False,True,860,860,1,14,short_silence,128580,129699,True,True
baseline,segment,69,-1, Agent-based validation benefits from reputable synthetic inputs.,143440,144440,1000,False,False,801,801,1,18,short_silence,143596,144397,True,True
baseline,segment,91,-1, Agent-based validation benefits from reputable synthetic inputs.,165440,166440,1000,True,False,790,790,1,24,short_silence,165380,166230,True,True
baseline,segment,149,-1, Whisper should align words near the actual spoken audio.,259440,262440,3000,True,False,785,785,1,34,short_silence,259228,260225,True,True
baseline,segment,50,-1, Agent-based validation benefits from reputable synthetic inputs.,124440,125440,1000,False,True,775,775,1,13,short_silence,124665,125713,True,True
baseline,segment,6,-1, Agent-based validation benefits from reputable synthetic inputs.,62440,66440,4000,True,True,761,489,2,6,short_silence,61989,62712,True,True
baseline,segment,58,-1, Agent-based validation benefits from reputable synthetic inputs.,132440,133440,1000,True,False,729,729,1,15,short_silence,132242,133169,True,True
baseline,segment,154,-1, This is a stable timestamps verification sample.,278440,281440,3000,True,False,718,718,1,39,short_silence,278000,279158,True,True
baseline,segment,47,-1, Agent-based validation benefits from reputable synthetic inputs.,121440,122440,1000,False,True,716,716,1,12,short_silence,121724,122796,True,True
baseline,segment,17,-1, Agent-based validation benefits from reputable synthetic inputs.,91440,92440,1000,False,True,698,698,1,9,long_silence,91742,111742,True,True
baseline,segment,73,-1, Agent-based validation benefits from reputable synthetic inputs.,147440,148440,1000,True,False,694,694,1,19,short_silence,146904,148134,True,True
baseline,segment,102,-1, Agent-based validation benefits from reputable synthetic inputs.,176440,177440,1000,False,True,665,665,1,27,long_silence,176775,196775,True,True
baseline,segment,156,-1, The quick brown fox jumps over the lazy dog.,284440,287440,3000,False,False,646,646,1,41,short_silence,285123,285769,True,True
baseline,segment,40,-1, Agent-based validation benefits from reputable synthetic inputs.,114440,115440,1000,False,False,644,644,1,10,short_silence,114494,115138,True,True
baseline,segment,44,-1, Agent-based validation benefits from reputable synthetic inputs.,118440,119440,1000,True,False,637,637,1,11,short_silence,118017,119077,True,True
baseline,segment,98,-1, Agent-based validation benefits from reputable synthetic inputs.,172440,173440,1000,False,True,600,600,1,26,short_silence,172840,173814,True,True
baseline,segment,76,-1, Agent-based validation benefits from reputable synthetic inputs.,150440,151440,1000,False,False,573,573,1,20,short_silence,150537,151110,True,True
baseline,segment,4,-1, We are generating synthetic speech for timestamp quality checks.,55380,59440,4060,False,False,559,559,1,5,short_silence,58202,58761,True,True
baseline,segment,72,-1, Agent-based validation benefits from reputable synthetic inputs.,146440,147440,1000,False,True,536,536,1,19,short_silence,146904,148134,True,True
baseline,segment,131,-1, Agent-based validation benefits.,203440,204440,1000,True,False,532,532,1,29,short_silence,203086,203972,True,True
baseline,segment,94,-1, Agent-based validation benefits from reputable synthetic inputs.,168440,169440,1000,False,True,516,516,1,25,short_silence,168924,169880,True,True
baseline,segment,5,-1, Agent-based validation benefits from reputable synthetic inputs.,59440,62440,3000,False,True,451,451,1,6,short_silence,61989,62712,True,False
baseline,segment,95,-1, Agent-based validation benefits from reputable synthetic inputs.,169440,170440,1000,True,False,440,440,1,25,short_silence,168924,169880,True,False
baseline,segment,146,-1, Please verify that boundaries snap away from silence.,230440,233440,3000,True,True,434,343,2,31,short_silence,229672,230783,True,False
baseline,segment,43,-1, Agent-based validation benefits from reputable synthetic inputs.,117440,118440,1000,False,True,423,423,1,11,short_silence,118017,119077,True,False
baseline,segment,67,-1, Agent-based validation benefits from reputable synthetic inputs.,141440,142440,1000,True,False,392,392,1,17,short_silence,140537,141832,True,False
baseline,segment,134,-1, Agent-based validation benefits.,206440,207440,1000,False,True,380,380,1,30,long_silence,207060,227060,True,False
baseline,segment,99,-1, Agent-based validation benefits from reputable synthetic inputs.,173440,174440,1000,True,False,374,374,1,26,short_silence,172840,173814,True,False
baseline,segment,48,-1, Agent-based validation benefits from reputable synthetic inputs.,122440,123440,1000,True,False,356,356,1,12,short_silence,121724,122796,True,False
baseline,segment,126,-1, Agent-based validation benefits.,198440,199440,1000,False,True,355,355,1,28,short_silence,199085,200578,True,False
baseline,segment,130,-1, Agent-based validation benefits.,202440,203440,1000,False,True,354,354,1,29,short_silence,203086,203972,True,False
baseline,segment,124,-1, Agent-based validation benefits.,196440,197440,1000,True,False,335,335,1,27,long_silence,176775,196775,True,False
baseline,segment,160,-1, And I'll see you next time.,299440,329420,29980,False,False,309,309,1,45,short_silence,299691,300000,True,False
baseline,segment,37,-1, Agent-based validation benefits from reputable synthetic inputs.,111440,112440,1000,True,False,302,302,1,9,long_silence,91742,111742,True,False
baseline,segment,61,-1, Agent-based validation benefits from reputable synthetic inputs.,135440,136440,1000,False,True,287,287,1,16,short_silence,136153,137577,True,False
baseline,segment,51,-1, Agent-based validation benefits from reputable synthetic inputs.,125440,126440,1000,True,False,273,273,1,13,short_silence,124665,125713,True,False
baseline,segment,55,-1, Agent-based validation benefits from reputable synthetic inputs.,129440,130440,1000,True,False,259,259,1,14,short_silence,128580,129699,True,False
baseline,segment,80,-1, Agent-based validation benefits from reputable synthetic inputs.,154440,155440,1000,True,False,249,249,1,21,short_silence,153432,154689,True,False
baseline,segment,148,-1, A longer pause may appear occasionally in this generated file.,256440,259440,3000,False,True,212,212,1,34,short_silence,259228,260225,True,False
baseline,segment,57,-1, Agent-based validation benefits from reputable synthetic inputs.,131440,132440,1000,False,True,198,198,1,15,short_silence,132242,133169,True,False
baseline,segment,86,-1, Agent-based validation benefits from reputable synthetic inputs.,160440,161440,1000,False,True,198,198,1,23,short_silence,161242,162315,True,False
baseline,segment,128,-1, Agent-based validation benefits.,200440,201440,1000,True,False,138,138,1,28,short_silence,199085,200578,True,False
baseline,segment,63,-1, Agent-based validation benefits from reputable synthetic inputs.,137440,138440,1000,True,False,137,137,1,16,short_silence,136153,137577,True,False
baseline,segment,90,-1, Agent-based validation benefits from reputable synthetic inputs.,164440,165440,1000,False,True,60,60,1,24,short_silence,165380,166230,True,False
baseline,segment,82,-1, Agent-based validation benefits from reputable synthetic inputs.,156440,157440,1000,False,True,57,57,1,22,short_silence,157383,158304,True,False
baseline,segment,78,-1, Agent-based validation benefits from reputable synthetic inputs.,152440,153440,1000,False,True,8,8,1,21,short_silence,153432,154689,True,False
baseline,word,1,6, verification,16580,23130,6550,True,True,6550,6550,1,1,long_silence,6398,26398,True,True
baseline,word,3,10, file,46190,51440,5250,True,True,5250,5250,1,4,long_silence,35323,55323,True,True
baseline,word,3,11,.,51440,55380,3940,True,False,3883,3883,1,4,long_silence,35323,55323,True,True
baseline,word,1,4, timest,11130,14400,3270,True,True,3270,3270,1,1,long_silence,6398,26398,True,True
baseline,word,1,7, sample,23130,26440,3310,True,False,3268,3268,1,1,long_silence,6398,26398,True,True
baseline,word,145,4, boundaries,224190,228440,4250,True,False,2870,2870,1,30,long_silence,207060,227060,True,True
baseline,word,147,4, another,250370,252900,2530,True,True,2530,2530,1,32,long_silence,233349,253349,True,True
baseline,word,145,2, verify,220020,222500,2480,True,True,2480,2480,1,30,long_silence,207060,227060,True,True
baseline,word,1,3, stable,7970,10410,2440,True,True,2440,2440,1,1,long_silence,6398,26398,True,True
baseline,word,145,1, Please,217510,219950,2440,True,True,2440,2440,1,30,long_silence,207060,227060,True,True
baseline,word,1,5,amps,14400,16580,2180,True,True,2180,2180,1,1,long_silence,6398,26398,True,True
baseline,word,8,9, synthetic,77660,78990,1330,True,True,1330,1330,1,8,long_silence,69954,89954,True,True
baseline,word,145,3, that,222500,223800,1300,True,True,1300,1300,1,30,long_silence,207060,227060,True,True
baseline,word,8,5, benefits,74440,75660,1220,True,True,1220,1220,1,8,long_silence,69954,89954,True,True
baseline,word,147,3, add,249270,250370,1100,True,True,1100,1100,1,32,long_silence,233349,253349,True,True
baseline,word,7,9, generated,71410,72500,1090,True,True,1090,1090,1,8,long_silence,69954,89954,True,True
baseline,word,147,1, Now,247510,248530,1020,True,True,1020,1020,1,32,long_silence,233349,253349,True,True
baseline,word,3,9, generated,34350,36110,1760,False,True,787,787,1,4,long_silence,35323,55323,True,True
baseline,word,8,10, inputs,79060,79810,750,True,True,750,750,1,8,long_silence,69954,89954,True,True
baseline,word,7,6, occasionally,69090,70610,1520,False,True,656,656,1,8,long_silence,69954,89954,True,True
baseline,word,1,1, is,6220,7030,810,False,True,632,632,1,1,long_silence,6398,26398,True,True
baseline,word,8,6, from,75660,76280,620,True,True,620,620,1,8,long_silence,69954,89954,True,True
baseline,word,147,2, we,248650,249270,620,True,True,620,620,1,32,long_silence,233349,253349,True,True
baseline,word,151,3, another,267090,267610,520,True,True,520,520,1,36,short_silence,266638,268002,True,True
baseline,word,158,3, validation,292180,292860,680,True,False,512,512,1,43,short_silence,291677,292692,True,True
baseline,word,8,4, validation,73940,74440,500,True,True,500,500,1,8,long_silence,69954,89954,True,False
baseline,word,143,1,",",215940,216440,500,True,True,500,500,1,30,long_silence,207060,227060,True,False
baseline,word,159,1, verify,295940,296440,500,False,True,497,497,1,44,short_silence,295943,297183,True,False
baseline,word,7,8, this,70860,71350,490,True,True,490,490,1,8,long_silence,69954,89954,True,False
baseline,word,11,3, validation,82970,83460,490,True,True,490,490,1,8,long_silence,69954,89954,True,False
baseline,word,145,8, silence,229520,230150,630,False,True,478,478,1,31,short_silence,229672,230783,True,False
baseline,word,150,2, should,262990,263460,470,True,True,470,470,1,35,short_silence,262872,263921,True,False
baseline,word,157,2, should,287990,288460,470,True,True,470,470,1,42,short_silence,287882,288948,True,False
baseline,word,7,2, longer,66560,67320,760,True,False,468,468,1,7,short_silence,65951,67028,True,False
baseline,word,7,11,.,73000,73440,440,True,True,440,440,1,8,long_silence,69954,89954,True,False
baseline,word,3,5, appear,31500,32210,710,False,True,434,434,1,3,short_silence,31776,32362,True,False
baseline,word,153,3, should,274990,275460,470,True,False,421,421,1,38,short_silence,274760,275411,True,False
baseline,word,11,8, synthetic,84520,84940,420,True,True,420,420,1,8,long_silence,69954,89954,True,False
baseline,word,155,3, another,281920,282340,420,True,True,420,420,1,40,short_silence,281631,282720,True,False
baseline,word,143,0, So,215530,215940,410,True,True,410,410,1,30,long_silence,207060,227060,True,False
baseline,word,152,1, longer,270530,270940,410,True,True,410,410,1,37,short_silence,270324,271811,True,False
baseline,word,11,4, benefits,83460,83860,400,True,True,400,400,1,8,long_silence,69954,89954,True,False
baseline,word,147,9, pacing,255820,256220,400,True,True,400,400,1,33,short_silence,255683,256430,True,False
baseline,word,150,3, align,263460,263860,400,True,True,400,400,1,35,short_silence,262872,263921,True,False
baseline,word,157,3, align,288460,288860,400,True,True,400,400,1,42,short_silence,287882,288948,True,False
baseline,word,147,5, line,252950,253810,860,True,False,399,399,1,32,long_silence,233349,253349,True,False
baseline,word,159,3, boundaries,296820,297600,780,True,False,363,363,1,44,short_silence,295943,297183,True,False
baseline,word,149,2, should,259840,260200,360,True,True,360,360,1,34,short_silence,259228,260225,True,False
baseline,word,152,2, pause,270940,271290,350,True,True,350,350,1,37,short_silence,270324,271811,True,False
baseline,word,158,2,based,291830,292180,350,True,True,350,350,1,43,short_silence,291677,292692,True,False
baseline,word,10,3, validation,80790,81120,330,True,True,330,330,1,8,long_silence,69954,89954,True,False
baseline,word,13,3, validation,86790,87120,330,True,True,330,330,1,8,long_silence,69954,89954,True,False
baseline,word,14,3, validation,88790,89120,330,True,True,330,330,1,8,long_silence,69954,89954,True,False
baseline,word,35,3, validation,108790,109120,330,True,True,330,330,1,9,long_silence,91742,111742,True,False
baseline,word,156,2, brown,285090,285450,360,False,True,327,327,1,41,short_silence,285123,285769,True,False
baseline,word,151,4, line,267650,267970,320,True,True,320,320,1,36,short_silence,266638,268002,True,False
baseline,word,7,10, file,72500,72810,310,True,True,310,310,1,8,long_silence,69954,89954,True,False
baseline,word,160,1, And,299500,302430,2930,False,False,309,309,1,45,short_silence,299691,300000,True,False
baseline,word,152,4, appear,271510,271940,430,True,False,301,301,1,37,short_silence,270324,271811,True,False
baseline,word,8,8,utable,77360,77660,300,True,True,300,300,1,8,long_silence,69954,89954,True,False
baseline,word,159,2, that,296440,296740,300,True,True,300,300,1,44,short_silence,295943,297183,True,False
baseline,word,2,7, lazy,29050,29340,290,True,True,290,290,1,2,short_silence,28581,29663,True,False
baseline,word,11,9, inputs,84940,85230,290,True,True,290,290,1,8,long_silence,69954,89954,True,False
baseline,word,145,9,.,230150,230440,290,True,True,290,290,1,31,short_silence,229672,230783,True,False
baseline,word,10,8, synthetic,81820,82090,270,True,True,270,270,1,8,long_silence,69954,89954,True,False
baseline,word,13,8, synthetic,87820,88090,270,True,True,270,270,1,8,long_silence,69954,89954,True,False
baseline,word,35,8, synthetic,109820,110090,270,True,True,270,270,1,9,long_silence,91742,111742,True,False
baseline,word,121,3, validation,193770,194040,270,True,True,270,270,1,27,long_silence,176775,196775,True,False
baseline,word,122,3, validation,194770,195040,270,True,True,270,270,1,27,long_silence,176775,196775,True,False
baseline,word,123,3, validation,195770,196040,270,True,True,270,270,1,27,long_silence,176775,196775,True,False
baseline,word,127,3, validation,199770,200040,270,True,True,270,270,1,28,short_silence,199085,200578,True,False
baseline,word,135,3, validation,207770,208040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,136,3, validation,208770,209040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,137,3, validation,209770,210040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,138,3, validation,210770,211040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,139,3, validation,211770,212040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,140,3, validation,212770,213040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,141,3, validation,213770,214040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,142,3, validation,214770,215040,270,True,True,270,270,1,30,long_silence,207060,227060,True,False
baseline,word,2,6, the,28710,28970,260,True,True,260,260,1,2,short_silence,28581,29663,True,False
baseline,word,10,4, benefits,81120,81380,260,True,True,260,260,1,8,long_silence,69954,89954,True,False
baseline,word,13,4, benefits,87120,87380,260,True,True,260,260,1,8,long_silence,69954,89954,True,False
baseline,word,14,4, benefits,89120,89380,260,True,True,260,260,1,8,long_silence,69954,89954,True,False
baseline,word,35,4, benefits,109120,109380,260,True,True,260,260,1,9,long_silence,91742,111742,True,False
baseline,word,144,4, benefits,217050,217310,260,True,True,260,260,1,30,long_silence,207060,227060,True,False
baseline,word,154,3, stable,278900,279290,390,True,False,258,258,1,39,short_silence,278000,279158,True,False
baseline,word,146,0, Please,230530,230810,280,True,False,253,253,1,31,short_silence,229672,230783,True,False
baseline,word,7,7, in,70610,70860,250,True,True,250,250,1,8,long_silence,69954,89954,True,False
baseline,word,121,4, benefits,194080,194330,250,True,True,250,250,1,27,long_silence,176775,196775,True,False
baseline,word,122,4, benefits,195080,195330,250,True,True,250,250,1,27,long_silence,176775,196775,True,False
baseline,word,123,4, benefits,196080,196330,250,True,True,250,250,1,27,long_silence,176775,196775,True,False
baseline,word,127,4, benefits,200080,200330,250,True,True,250,250,1,28,short_silence,199085,200578,True,False
baseline,word,134,4, benefits,207080,207330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,135,4, benefits,208080,208330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,136,4, benefits,209080,209330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,137,4, benefits,210080,210330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,138,4, benefits,211080,211330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,139,4, benefits,212080,212330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,140,4, benefits,213080,213330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,141,4, benefits,214080,214330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,142,4, benefits,215080,215330,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,144,3, training,216790,217040,250,True,True,250,250,1,30,long_silence,207060,227060,True,False
baseline,word,126,4, benefits,199080,199330,250,False,True,245,245,1,28,short_silence,199085,200578,True,False
baseline,word,130,4, benefits,203080,203330,250,False,True,244,244,1,29,short_silence,203086,203972,True,False
baseline,word,11,2,based,82730,82970,240,True,True,240,240,1,8,long_silence,69954,89954,True,False
baseline,word,6,9, inputs,65790,66190,400,False,True,239,239,1,7,short_silence,65951,67028,True,False
baseline,word,8,3,based,73710,73940,230,True,True,230,230,1,8,long_silence,69954,89954,True,False
baseline,word,153,2,per,274760,274990,230,True,True,230,230,1,38,short_silence,274760,275411,True,False
baseline,word,156,3, fox,285450,285680,230,True,True,230,230,1,41,short_silence,285123,285769,True,False
baseline,word,5,10, inputs,61810,62210,400,False,True,221,221,1,6,short_silence,61989,62712,True,False
baseline,word,5,11,.,62210,62430,220,True,True,220,220,1,6,short_silence,61989,62712,True,False
baseline,word,151,2, add,266830,267050,220,True,True,220,220,1,36,short_silence,266638,268002,True,False
